NODEID	prize
H4_HUMAN	4.232255423400988
TBA1B_HUMAN	4.2136464273032646
Q9HBD4_HUMAN	4.211317356325475
WBP11_HUMAN	4.208091431562528
KI18B_HUMAN	4.186742180098104
F8W0Q9_HUMAN	4.1783681130751615
PCM1_HUMAN	4.1783681130751615
SPTB2_HUMAN	4.1783681130751615
OSBL3_HUMAN	4.17829685567155
SASH3_HUMAN	4.17829685567155
SMBP2_HUMAN	4.17829685567155
SCAM2_HUMAN	4.17829685567155
SR140_HUMAN	4.153933358800745
SC22B_HUMAN	4.152515054060739
PLAK2_HUMAN	4.152515054060739
OSB11_HUMAN	4.152515054060739
VTNC_HUMAN	4.120723433343331
B7ZL14_HUMAN	4.112024019738183
NU153_HUMAN	4.111796391926523
DNLI1_HUMAN	4.091509234016306
RBM3_HUMAN	4.07578779438785
LBR_HUMAN	4.07099390650613
DDRGK_HUMAN	4.07099390650613
HJURP_HUMAN	4.068226501317466
ASHWN_HUMAN	4.068226501317466
E7ESS2_HUMAN	4.068226501317466
PZP_HUMAN	4.068150407428992
SP16H_HUMAN	4.066397214904211
PHAX_HUMAN	4.064125401548571
GCFC2_HUMAN	4.051435663285689
CD3E_HUMAN	4.051435663285689
PHF8_HUMAN	4.051435663285689
KTNA1_HUMAN	4.051435663285689
KI67_HUMAN	4.032997482233417
CPZIP_HUMAN	4.028916213096974
EPB41_HUMAN	4.016588518455186
MORC2_HUMAN	4.0106948331092696
PML_HUMAN	3.9920272692459497
LCP2_HUMAN	3.991856590152224
A8MXP9_HUMAN	3.9890007464151327
P53_HUMAN	3.986936425830184
A0A0A0MTS7_HUMAN	3.9844445443194014
H37_HUMAN	3.960658462798587
ZMYD8_HUMAN	3.960056522033299
M0QYC1_HUMAN	3.959480419609159
NOSIP_HUMAN	3.9542424847257545
WAC_HUMAN	3.911579870736385
NDUA5_HUMAN	3.9085984456603344
TBCD5_HUMAN	3.895239304317212
GELS_HUMAN	3.870442771270344
ITIH2_HUMAN	3.870442771270344
AB1IP_HUMAN	3.84470125099561
SF3B1_HUMAN	3.8418096567452302
SRSF9_HUMAN	3.8418096567452302
PRC2C_HUMAN	3.83967142642704
MCTP2_HUMAN	3.83967142642704
MA7D1_HUMAN	3.833836160262521
CDK1_HUMAN	3.833836160262521
LUZP1_HUMAN	3.833836160262521
GPTC8_HUMAN	3.833836160262521
EI24_HUMAN	3.8328762818784976
KLDC4_HUMAN	3.8039477122984495
UFL1_HUMAN	3.8039477122984495
SRSF2_HUMAN	3.7961469536001258
RBMX_HUMAN	3.7886902447132815
ESS2_HUMAN	3.772763518572416
NU133_HUMAN	3.772763518572416
LAP2A_HUMAN	3.772763518572416
KCC4_HUMAN	3.7641746801720632
RRP1B_HUMAN	3.753050839667112
VENTX_HUMAN	3.753050839667112
EPN4_HUMAN	3.7506192770943407
TCOF_HUMAN	3.736683906762259
GRAP2_HUMAN	3.7299875110275424
HXB4_HUMAN	3.729511116100064
LGUL_HUMAN	3.726570937832407
CBX3_HUMAN	3.7202457191566873
ZC3H1_HUMAN	3.7103758360372376
FBX42_HUMAN	3.7103758360372376
E9PCW1_HUMAN	3.703850278778916
LEUK_HUMAN	3.703850278778916
PHAG1_HUMAN	3.689478221371008
PPM1H_HUMAN	3.689478221371008
CHSP1_HUMAN	3.689478221371008
SRS10_HUMAN	3.689478221371008
RLIG1_HUMAN	3.6876040053311
SENP3_HUMAN	3.670024161869914
A0A0G2JNZ2_HUMAN	3.662081284722043
AR6P4_HUMAN	3.661493292298249
KHDR1_HUMAN	3.661493292298249
LAP2B_HUMAN	3.647766935759595
B7ZKJ8_HUMAN	3.6385360638094326
A2AP_HUMAN	3.6385360638094326
CO3_HUMAN	3.636573293729437
TRFL_HUMAN	3.636573293729437
DC1L1_HUMAN	3.632446898597512
YLPM1_HUMAN	3.632446898597512
ROA2_HUMAN	3.632446898597512
FIP1_HUMAN	3.631000353453803
RB_HUMAN	3.626187913390664
LS14A_HUMAN	3.6258385285883463
H13_HUMAN	3.623421166516008
NFAC1_HUMAN	3.623421166516008
TRAD1_HUMAN	3.6070470127990206
LASP1_HUMAN	3.606393885395028
CL16A_HUMAN	3.6056913015762313
F241B_HUMAN	3.6008409341145917
MAP4_HUMAN	3.6008409341145917
STAU1_HUMAN	3.60042961740718
M0QXA7_HUMAN	3.5908748668239943
LIME1_HUMAN	3.588092477415545
TM160_HUMAN	3.575353156831956
IF4B_HUMAN	3.575353156831956
PRCC_HUMAN	3.575353156831956
MORC3_HUMAN	3.575353156831956
E7EQT4_HUMAN	3.575353156831956
AKAP1_HUMAN	3.575353156831956
RANG_HUMAN	3.5748349831619954
DDX3X_HUMAN	3.564645989850563
WIPI2_HUMAN	3.5637338388107627
CPIN1_HUMAN	3.5637338388107627
MCM4_HUMAN	3.5586613811896384
G3BP2_HUMAN	3.548553190934899
MEPCE_HUMAN	3.5455679145723744
HDAC2_HUMAN	3.5455679145723744
CLAP1_HUMAN	3.5455679145723744
LMNB2_HUMAN	3.538647675223596
E7EQZ4_HUMAN	3.517204355209181
CO9_HUMAN	3.517204355209181
CDK9_HUMAN	3.516057833486569
2A5A_HUMAN	3.516057833486569
ZC11A_HUMAN	3.507357219494613
PLEC_HUMAN	3.494788599301796
EDC4_HUMAN	3.494788599301796
NFX1_HUMAN	3.4735819185057712
CUL4A_HUMAN	3.459130272877953
B7WPE2_HUMAN	3.459130272877953
C9JV77_HUMAN	3.4436972171003912
ZBT11_HUMAN	3.4320497781881105
HMGA1_HUMAN	3.4320497781881105
SEPT9_HUMAN	3.4261670156433603
RS6_HUMAN	3.4261670156433603
ITPR1_HUMAN	3.4261670156433603
EVL_HUMAN	3.425341959321777
VIME_HUMAN	3.4201576861668763
MCM3_HUMAN	3.420089571135709
A0A0C4DGT3_HUMAN	3.420089571135709
ZC3HD_HUMAN	3.420089571135709
POSTN_HUMAN	3.4134039075494336
THBG_HUMAN	3.4134039075494336
CDA7L_HUMAN	3.413395827264136
DLGP4_HUMAN	3.3960732772028077
GRSF1_HUMAN	3.3816661060042734
JUPI1_HUMAN	3.377420089178764
NCOA5_HUMAN	3.372330414233952
RBL1_HUMAN	3.3693968233714715
CSRP1_HUMAN	3.368626896839261
APOA1_HUMAN	3.364265154316689
VTDB_HUMAN	3.363583182966833
AFG1L_HUMAN	3.363583182966833
OGT1_HUMAN	3.363583182966833
ARF5_HUMAN	3.363583182966833
CDC20_HUMAN	3.3612437200008958
ARFG2_HUMAN	3.3573059164791
HDAC1_HUMAN	3.353284197844687
MYPT1_HUMAN	3.349119808276538
SDF2L_HUMAN	3.33063379713005
NP1L1_HUMAN	3.33063379713005
PTMS_HUMAN	3.33063379713005
P2RY8_HUMAN	3.3287314734817786
PEDF_HUMAN	3.3244291839285243
CSN1_HUMAN	3.323302577866717
F8WA39_HUMAN	3.314748749215954
EF1B_HUMAN	3.311261386839016
ZN317_HUMAN	3.308222512365894
PRP6_HUMAN	3.308222512365894
THIC_HUMAN	3.302267119982475
TRAM1_HUMAN	3.291257467249629
SLAI2_HUMAN	3.288347923069404
MARF1_HUMAN	3.288347923069404
PUM1_HUMAN	3.288347923069404
ANLN_HUMAN	3.288347923069404
ZCCHV_HUMAN	3.272291398277376
SETD2_HUMAN	3.2722368623821807
DNMT1_HUMAN	3.2722368623821807
RB15B_HUMAN	3.2722368623821807
STXB5_HUMAN	3.271880947435516
CLPX_HUMAN	3.257136127624752
CBX8_HUMAN	3.246190181745752
CP131_HUMAN	3.2414042120621387
STT3B_HUMAN	3.210363373294723
RFX7_HUMAN	3.205193553876452
GYS1_HUMAN	3.200731064878577
BAZ1B_HUMAN	3.1998724251452733
RBP2_HUMAN	3.1989946829845137
NU107_HUMAN	3.196758764445284
TIM13_HUMAN	3.196152667824138
EIF3M_HUMAN	3.196152667824138
EDRF1_HUMAN	3.184729660549928
RBM14_HUMAN	3.183154820255894
LIPA3_HUMAN	3.183154820255894
BCLF1_HUMAN	3.182325579091621
E9PFI5_HUMAN	3.1756661941859967
RAC2_HUMAN	3.1756661941859967
DPOA2_HUMAN	3.1751442119066238
RS21_HUMAN	3.1746642551842688
TRA2B_HUMAN	3.174225934200866
DGKZ_HUMAN	3.172875137451181
LCK_HUMAN	3.172875137451181
UTP18_HUMAN	3.172875137451181
R3HD1_HUMAN	3.1721484673372498
KAT6A_HUMAN	3.171504173729173
J3KTL2_HUMAN	3.171504173729173
IF4G1_HUMAN	3.171504173729173
B4DY08_HUMAN	3.169092054389516
DOCK7_HUMAN	3.1624955108401056
FA53C_HUMAN	3.1596782970322166
INCE_HUMAN	3.147133146874228
ACTB_HUMAN	3.1461775953543336
A2MG_HUMAN	3.1461775953543336
E9PGC8_HUMAN	3.139770692315804
TAOK3_HUMAN	3.128908505191591
CD3G_HUMAN	3.128908505191591
RPRD2_HUMAN	3.1163766142179288
LRRF1_HUMAN	3.102032133600808
UBE2O_HUMAN	3.10197222951546
RNPS1_HUMAN	3.10197222951546
LAR4B_HUMAN	3.0952598293741524
RICTR_HUMAN	3.0931531761760143
G3BP1_HUMAN	3.0931531761760143
EIF3F_HUMAN	3.0923378805912427
RIC8A_HUMAN	3.0923378805912427
IF4H_HUMAN	3.0893776814980867
LMNB1_HUMAN	3.084961563275193
CAF1A_HUMAN	3.0832250567178034
KNL1_HUMAN	3.0832250567178034
UBP2L_HUMAN	3.0832250567178034
RBM15_HUMAN	3.079092843273389
DEFI6_HUMAN	3.076175194305481
NUFP2_HUMAN	3.074828125470865
NFAC3_HUMAN	3.052224257371509
UB2J1_HUMAN	3.0379043550731826
M3K7_HUMAN	3.0379043550731826
GUAA_HUMAN	3.0379043550731826
C9JQE8_HUMAN	3.0379043550731826
REN3B_HUMAN	3.034239119311437
GNL1_HUMAN	3.0228260202225354
BMS1_HUMAN	3.0228260202225354
F8W8D3_HUMAN	2.983214064047325
RS27_HUMAN	2.9776224782214022
NELFE_HUMAN	2.973008187319219
H1X_HUMAN	2.9702237590072382
TB22B_HUMAN	2.9643627794173883
NUMA1_HUMAN	2.9597387852660417
U2AF2_HUMAN	2.956328120758974
RASL3_HUMAN	2.9536709659580604
PDCD4_HUMAN	2.949670994594595
HAKAI_HUMAN	2.9486957246323016
GABPA_HUMAN	2.9465232017182568
DKC1_HUMAN	2.945843775750084
CSPP1_HUMAN	2.945225853807718
MS18A_HUMAN	2.944427988955578
TMM11_HUMAN	2.943849448129372
PLMN_HUMAN	2.9394753087147225
A0A5E8_HUMAN	2.933988728065752
I1E4Y6_HUMAN	2.931855559472644
SCAFB_HUMAN	2.9220695108673373
J3KPD3_HUMAN	2.91593368553183
DOK2_HUMAN	2.8984675262792234
M3K2_HUMAN	2.8984675262792234
RIF1_HUMAN	2.897579834240564
WWP2_HUMAN	2.890106774640424
E7ERS3_HUMAN	2.8890984183579715
HACL2_HUMAN	2.866956886649357
ESYT2_HUMAN	2.86507366537191
RUNX1_HUMAN	2.856550719233104
TRA2A_HUMAN	2.850096276296079
SF3B2_HUMAN	2.848132942575468
DJC17_HUMAN	2.846320230664697
DOCK2_HUMAN	2.844747069977484
A6NMQ1_HUMAN	2.8423630443254466
TETN_HUMAN	2.8337809317710136
DNMBP_HUMAN	2.828428703259372
FYV1_HUMAN	2.8273019635280763
HPRT_HUMAN	2.8253881941849808
YBOX3_HUMAN	2.8225364630128387
SRSF6_HUMAN	2.8168366046908817
RL23A_HUMAN	2.816597515019857
ROAA_HUMAN	2.815128862027249
DNJB6_HUMAN	2.813719121184025
S12A2_HUMAN	2.8125517993486877
PSD11_HUMAN	2.811200866390171
TB10A_HUMAN	2.811200866390171
TXD17_HUMAN	2.810462680348271
SEPT3_HUMAN	2.810462680348271
F5H8D7_HUMAN	2.8097966330524167
HS90B_HUMAN	2.806994787322086
DCP1B_HUMAN	2.806994787322086
ITIH1_HUMAN	2.800965276594737
TBC15_HUMAN	2.798815504047829
BBX_HUMAN	2.798815504047829
SOX4_HUMAN	2.7981630786118195
EI2BD_HUMAN	2.79168174161911
RL37_HUMAN	2.7834920424511878
A0A0U1RRH7_HUMAN	2.776597240080683
TSP1_HUMAN	2.776597240080683
CC020_HUMAN	2.776597240080683
NIPBL_HUMAN	2.770612115493293
AMRA1_HUMAN	2.764017995653386
CND2_HUMAN	2.764017995653386
WDR59_HUMAN	2.764017995653386
ZN638_HUMAN	2.7618986760443587
KDM3B_HUMAN	2.756032352923451
V9GYM8_HUMAN	2.7554518502099064
SCAM3_HUMAN	2.7554518502099064
B4DNK4_HUMAN	2.7513650187869705
SIPA1_HUMAN	2.749854139717848
RL36_HUMAN	2.7481923873666387
E9PRY8_HUMAN	2.7481923873666387
CYBP_HUMAN	2.7445815636606303
TOM1_HUMAN	2.7349005881513886
GTSE1_HUMAN	2.734508923866527
EP400_HUMAN	2.722718898351411
HNRPU_HUMAN	2.7225202323227413
CATC_HUMAN	2.7205715939563104
IKZF1_HUMAN	2.705766898088222
TADBP_HUMAN	2.705766898088222
I2BP2_HUMAN	2.704273981724401
PLCG1_HUMAN	2.685806242746805
EIF3C_HUMAN	2.683883458110288
LSM3_HUMAN	2.683425139797944
CLCA_HUMAN	2.683425139797944
NEP1_HUMAN	2.683425139797944
X6RAL5_HUMAN	2.683425139797944
MOV10_HUMAN	2.6833436357789227
F8VP89_HUMAN	2.6833436357789227
BPL1_HUMAN	2.6755600065638925
SDE2_HUMAN	2.6755600065638925
RHGBA_HUMAN	2.6755600065638925
DUS3_HUMAN	2.66235003372713
TTC4_HUMAN	2.659548924352871
MARH7_HUMAN	2.6526279256872063
WRIP1_HUMAN	2.6526279256872063
J3KNR0_HUMAN	2.6526279256872063
TIM50_HUMAN	2.645423080459946
RBM22_HUMAN	2.645276291202411
HERC1_HUMAN	2.6414861603166297
Q5SRN5_HUMAN	2.6414861603166297
A0A0B4J1V8_HUMAN	2.6414861603166297
UBP39_HUMAN	2.6414861603166297
A0A0G2JNG9_HUMAN	2.640748903625856
A0A0C4DG17_HUMAN	2.6364501950266392
SLTM_HUMAN	2.635535469557561
ARNT_HUMAN	2.633593043150965
ANR17_HUMAN	2.633593043150965
CCNY_HUMAN	2.6300235507006127
GRDN_HUMAN	2.6300235507006127
ARC1A_HUMAN	2.628136008038071
ABCF1_HUMAN	2.626725559629121
RL14_HUMAN	2.623959476423252
PTBP1_HUMAN	2.6194002133637784
KC1D_HUMAN	2.618603072279847
LC7L2_HUMAN	2.617137973772385
WIPF2_HUMAN	2.6132693051799283
RETR2_HUMAN	2.6132693051799283
SH3K1_HUMAN	2.6132693051799283
E2F2_HUMAN	2.6132693051799283
EF2K_HUMAN	2.6132693051799283
AFF4_HUMAN	2.6132693051799283
PININ_HUMAN	2.6121402058732497
PDS5B_HUMAN	2.61177179246528
RL17_HUMAN	2.605381124212529
VDAC3_HUMAN	2.6036317228636645
ZNRF2_HUMAN	2.6001654139076047
MGAP_HUMAN	2.6001654139076047
TPM3_HUMAN	2.599956080556064
IF2B1_HUMAN	2.599956080556064
HNRH3_HUMAN	2.59538314269076
CPSF5_HUMAN	2.59538314269076
MTG16_HUMAN	2.5912818476609134
A0A0A0MR07_HUMAN	2.591148053290532
DDX21_HUMAN	2.581918378610299
SMCA5_HUMAN	2.57824121171036
BUD13_HUMAN	2.575225488876934
IRX1_HUMAN	2.570807213558587
KIF11_HUMAN	2.5665004567840213
RGS3_HUMAN	2.5664130602433195
PRC2B_HUMAN	2.5647758193564623
ELF1_HUMAN	2.5647758193564623
SRSF3_HUMAN	2.5544669526939963
NUCL_HUMAN	2.5544669526939963
PCY1A_HUMAN	2.5544669526939963
UBP32_HUMAN	2.5544669526939963
H14_HUMAN	2.5544669526939963
DBNL_HUMAN	2.5544669526939963
IPP2_HUMAN	2.551348449904725
S19A1_HUMAN	2.549420952717478
MARCS_HUMAN	2.5460514662873712
PTTG_HUMAN	2.5439828704279166
NFAC2_HUMAN	2.541120987972749
PHIP_HUMAN	2.536658746091552
J3QR29_HUMAN	2.536658746091552
STK10_HUMAN	2.5364389616953584
EKI1_HUMAN	2.5346696973625598
IWS1_HUMAN	2.5346696973625598
RGS14_HUMAN	2.5296297240129686
PATL1_HUMAN	2.5294212306813564
ENPL_HUMAN	2.527418763370007
BAF_HUMAN	2.522093879674677
RBM42_HUMAN	2.515469763793852
TSR3_HUMAN	2.501798274705546
A0A0A0MT22_HUMAN	2.496618461875327
SRP14_HUMAN	2.481770230111571
DVL2_HUMAN	2.4767706785392063
TBCA_HUMAN	2.4765180169028795
GTPB4_HUMAN	2.4764410084091497
FAH2A_HUMAN	2.4759465075681835
RAB8A_HUMAN	2.472191946223454
MPLKI_HUMAN	2.468815989645967
SET1A_HUMAN	2.468815989645967
EFC4B_HUMAN	2.468815989645967
LRIF1_HUMAN	2.468815989645967
DOP2_HUMAN	2.468815989645967
DTL_HUMAN	2.468815989645967
C9JYS8_HUMAN	2.468815989645967
MTCL1_HUMAN	2.468815989645967
RNF8_HUMAN	2.468815989645967
EXOC4_HUMAN	2.468815989645967
TF3C1_HUMAN	2.468551760338201
HMGN2_HUMAN	2.468551760338201
X6RAB3_HUMAN	2.4674617147829934
RN168_HUMAN	2.4674617147829934
NUP98_HUMAN	2.4674617147829934
SNW1_HUMAN	2.4674617147829934
BD1L1_HUMAN	2.4674617147829934
ITPR2_HUMAN	2.4674617147829934
UBF1_HUMAN	2.4674617147829934
A0A0A0MT60_HUMAN	2.4674617147829934
SPIR1_HUMAN	2.4674617147829934
M0R2Z9_HUMAN	2.4674617147829934
GDIR2_HUMAN	2.4674617147829934
NDE1_HUMAN	2.4674617147829934
SCAF4_HUMAN	2.467210480455078
A0A0A0MRJ7_HUMAN	2.467210480455078
CE022_HUMAN	2.4660140462198124
EF2_HUMAN	2.460629325043291
NIPS2_HUMAN	2.460024012381305
IF5A1_HUMAN	2.4584120005528907
WNK2_HUMAN	2.458141005847922
MK14_HUMAN	2.453479812351802
K7ER00_HUMAN	2.451678077731941
MMTA2_HUMAN	2.449133822612877
GPT2L_HUMAN	2.446991942218826
RS29_HUMAN	2.444530733963844
PA2G4_HUMAN	2.4443541391971437
PR38B_HUMAN	2.442378832766316
KTNB1_HUMAN	2.4284676107671443
S12A4_HUMAN	2.4225847452847526
MPIP1_HUMAN	2.4225847452847526
SCMC1_HUMAN	2.4225847452847526
CDT1_HUMAN	2.422477977503964
ICAM2_HUMAN	2.421118892619319
KCRM_HUMAN	2.421118892619319
SGO1_HUMAN	2.4181972190477
H0Y449_HUMAN	2.4171764320816247
DOC10_HUMAN	2.4134080656976864
UBR5_HUMAN	2.411329919464377
MTCL2_HUMAN	2.411329919464377
H0Y4E8_HUMAN	2.4106411743220497
MITOK_HUMAN	2.409789650464054
MED1_HUMAN	2.404168701619811
E7EVA0_HUMAN	2.403213018226533
SFT2B_HUMAN	2.403213018226533
MOT2_HUMAN	2.401186584834538
PCX3_HUMAN	2.4003811710852485
PDE4A_HUMAN	2.4003811710852485
H15_HUMAN	2.4003811710852485
AASD1_HUMAN	2.399368338742995
RSRC2_HUMAN	2.399353894136525
MYB_HUMAN	2.3940349516397097
MTOR_HUMAN	2.3940349516397097
FEM1A_HUMAN	2.391555891833587
I3L2J0_HUMAN	2.387851225630014
CHD1L_HUMAN	2.387851225630014
ZBT21_HUMAN	2.3841756517597137
SYMPK_HUMAN	2.3836445561407307
MK01_HUMAN	2.379460658438463
RNF10_HUMAN	2.379460658438463
A0A0A0MRV0_HUMAN	2.379460658438463
HIRP3_HUMAN	2.379460658438463
ZRAB2_HUMAN	2.379460658438463
KPB2_HUMAN	2.379460658438463
X6R7X0_HUMAN	2.379460658438463
LIMA1_HUMAN	2.379460658438463
TPX2_HUMAN	2.379460658438463
PCF11_HUMAN	2.379460658438463
ICE1_HUMAN	2.379460658438463
M0R088_HUMAN	2.379460658438463
GDIR1_HUMAN	2.374939246474548
TOE1_HUMAN	2.3733874213209147
A0A075B746_HUMAN	2.3733874213209147
CD82_HUMAN	2.37162272333702
DHB8_HUMAN	2.37162272333702
MB12A_HUMAN	2.371143496958736
PPR3D_HUMAN	2.362081783466086
GBF1_HUMAN	2.3607129875173016
CHAP1_HUMAN	2.3607129875173016
PRDX6_HUMAN	2.3601818305414803
ENY2_HUMAN	2.3601818305414803
AT5EL_HUMAN	2.3490738871320884
MILK1_HUMAN	2.3481915494629093
WEE1_HUMAN	2.3481915494629093
ZN526_HUMAN	2.3481915494629093
A0A1B0GTW1_HUMAN	2.3481487994663968
NOLC1_HUMAN	2.345750344550942
NSUN5_HUMAN	2.3454254207826253
RHG35_HUMAN	2.3453800692503988
CCNT1_HUMAN	2.3453800692503988
ZN320_HUMAN	2.3453800692503988
PPRC1_HUMAN	2.3453800692503988
A0A0J9YYD9_HUMAN	2.3453800692503988
DPOE1_HUMAN	2.3433908886146164
E9PDJ2_HUMAN	2.341567079008073
KLC2_HUMAN	2.339877471765953
MTMR5_HUMAN	2.338193060122805
IGLL1_HUMAN	2.337050124765354
1433B_HUMAN	2.335716808128624
ABTB3_HUMAN	2.3346504091989
RSF1_HUMAN	2.3346504091989
DNJC8_HUMAN	2.3346504091989
TBCD4_HUMAN	2.3346504091989
MBB1A_HUMAN	2.3346504091989
TOIP1_HUMAN	2.3346504091989
ARHG6_HUMAN	2.3346504091989
PB1_HUMAN	2.3346504091989
CHM4A_HUMAN	2.3346504091989
CIR1_HUMAN	2.3346504091989
P121A_HUMAN	2.3346504091989
TMX1_HUMAN	2.3346504091989
AMOL1_HUMAN	2.3346504091989
SYNC_HUMAN	2.3346504091989
PMS2_HUMAN	2.3346504091989
ETS1_HUMAN	2.3346504091989
DIP2B_HUMAN	2.3346504091989
TCPB_HUMAN	2.3346504091989
WDHD1_HUMAN	2.3346504091989
SFR1_HUMAN	2.3346504091989
GRP2_HUMAN	2.3346504091989
AHDC1_HUMAN	2.330746483796545
A0A087WZG4_HUMAN	2.326913529775188
WAPL_HUMAN	2.326125572781434
CE128_HUMAN	2.3239206503505017
D6RAF8_HUMAN	2.323894146175129
ULK1_HUMAN	2.3233691974776733
KLF2_HUMAN	2.320967995683317
SERF2_HUMAN	2.3191552675638136
KMT2B_HUMAN	2.3191552675638136
TNPO1_HUMAN	2.3191552675638136
B5MCU0_HUMAN	2.3191552675638136
MEF2A_HUMAN	2.3191552675638136
NEK1_HUMAN	2.3191552675638136
PPM1G_HUMAN	2.3191552675638136
PPIP1_HUMAN	2.318573793224209
TBB4A_HUMAN	2.314982216298125
CD5_HUMAN	2.314561515384489
PI4KB_HUMAN	2.314322638231197
TBC13_HUMAN	2.314099472964523
VP13B_HUMAN	2.313383283281896
MARE2_HUMAN	2.3120067881397053
DIDO1_HUMAN	2.310518141178195
SNIP1_HUMAN	2.3074064909657377
RL35A_HUMAN	2.3040839094701653
ZAP70_HUMAN	2.303453581412009
TM237_HUMAN	2.299075970419505
SI1L1_HUMAN	2.299075970419505
UBP1_HUMAN	2.299075970419505
AP4B1_HUMAN	2.299075970419505
F263_HUMAN	2.299075970419505
RL1D1_HUMAN	2.299075970419505
YJU2B_HUMAN	2.299075970419505
RS27A_HUMAN	2.299075970419505
RBM27_HUMAN	2.299075970419505
CTRO_HUMAN	2.299075970419505
ELL_HUMAN	2.299075970419505
CYTSA_HUMAN	2.299075970419505
BCOR_HUMAN	2.299075970419505
T2FA_HUMAN	2.299075970419505
RS25_HUMAN	2.299075970419505
5NTC_HUMAN	2.299075970419505
THOC5_HUMAN	2.299075970419505
SUGP1_HUMAN	2.299075970419505
CAF1B_HUMAN	2.299075970419505
KSR1_HUMAN	2.299075970419505
HSF1_HUMAN	2.299075970419505
FRYL_HUMAN	2.299075970419505
APC_HUMAN	2.299075970419505
A0A0A0MQU4_HUMAN	2.299075970419505
F5H527_HUMAN	2.2976035638794907
RBM33_HUMAN	2.296377216576487
FYB1_HUMAN	2.296377216576487
UCK2_HUMAN	2.296377216576487
A0A140T9T7_HUMAN	2.296377216576487
A0A1B0GW41_HUMAN	2.296377216576487
SNP23_HUMAN	2.296377216576487
EDC3_HUMAN	2.2924345925914555
BCORL_HUMAN	2.2924345925914555
H0Y5F5_HUMAN	2.291924178154625
A0A0G2JPR0_HUMAN	2.2918670259954865
IBP2_HUMAN	2.2918670259954865
BTF3_HUMAN	2.290532015929821
MLH1_HUMAN	2.2892202950754537
TB182_HUMAN	2.287912009318913
CCNK_HUMAN	2.2870496331806054
SNR40_HUMAN	2.2864803544997585
TRIPC_HUMAN	2.285729237090503
X6RLX0_HUMAN	2.285729237090503
A0A087WXK8_HUMAN	2.285729237090503
ELOA1_HUMAN	2.2830773959782498
PRP31_HUMAN	2.282818221107397
IF16_HUMAN	2.2806692853163013
TMOD2_HUMAN	2.2801174402900424
SIN3B_HUMAN	2.2789446091132675
H12_HUMAN	2.2788533740202284
ATAT_HUMAN	2.2779184769070056
IQGA2_HUMAN	2.2779184769070056
ABI1_HUMAN	2.2779184769070056
B8ZZS0_HUMAN	2.2771236985359664
YTDC1_HUMAN	2.2771236985359664
TPR_HUMAN	2.2771236985359664
FUND2_HUMAN	2.2761753687407147
LKHA4_HUMAN	2.275461046622304
ATP5I_HUMAN	2.274746360801074
TF3C2_HUMAN	2.273207627865623
PTSS2_HUMAN	2.271997726104445
